level,text
3,"НА ДАЧЕ.(по одноимённому рассказу А.П. Чехова)« Я Вас лЮблю. Вы моя жизнь, счастье всё! ПростИте за признание,но я не могу больше молчать. Будьте сегодня в восемь часоввечера в старой беседке. Имя своё не подпИсываю, но я молода, хорошасобой, чего же вам ещё?»Дачник Павел Иванович, человек семейный и положИтельный, читая письмо, удивлялся: я женатый человек, и вдруг такое странное, такое глупое письмо!Кто его написал?Павел Иванович прочитал письмо ещё раз. За восемь лет своейженатой жизни Павел Иванович забыл тонкие чувства и не получалникакИх пИсем, поЭтому письмо его сИльно взволновало. Через час,лёжа на диване, он думал: Конечно, я не мальчИшка, но всё-таки интересно знать, кто Этонаписал. Почерк, конечно, женский. Кто ЭТО может быть?РешИть Этот вопрос было тем более трудно, что у него в дачномпосёлке не было ни одной знакомой женщины, кроме женЫ.Странно, думал ОН, « Я Вас любЛю». Когда она успела полюбИть,не познакомившись, не узнав, какой я человек. Наверное, онаочень молода и неопытна, если способна полюбИть так бЫстро. Нокто она?Вдруг Павел Иванович вспомнил, что вчера и позавчера, гулЯя посаду, он несколько раз встречал молоденькую блондИнку в голубомплатье. БлондИнка часто смотрела на негО, а когда он сел на скамейку, она села рЯдом с ним. Она? подумал Павел Иванович.За обедом Павел Иванович смотрел на жену и думал: Она пИшет, что молода. Значит, не старуха. Если говоритьправду, то я ещё не так стар и плох, чтобы в менЯ невозможно бьmовлюбИться. ЛЮбит же менЯ жена! о чём ты думаешь? спросИла его жена. Так, голова болИт, сказал Павел Иванович.После обеда, отдыхая в удобном кресле, он думал: А она надеется, что я приду. Может быть, пойтИ из любопЫтства?БЫстро поднЯвшись, Павел Иванович начал одеваться. Куда ты собираешься? спросИла жена, заметив, что он надеваетчИстую рубашку и новый галстук.Хочу погулЯть, голова болИт.в восемь часов он ВыШел из дома. в конце аллеи была видна стараябеседка. у него вдруг забИлось сердце. в углу он увИдел какого-то человека.Но Это был мужчИна. Он узнал в нём брата своей жены студентаМИтю, живущего у них на даче. Две минУты прошлИ в молчании. ИзвинИте менЯ, Павел Иванович, начал МИтя, но я прошуВас оставить менЯ одного. я обдумываю своЮ диссертацию, а Вы мне мешаете. А ты идИ куданибудь в тёмную аллею, сказм Павел Иванович, на свежем воздухе легче думать. А я хочу тут на скамейке посидеть,здесь не так жарко. Диссертация важнее, сказал МИтя.НаступИло молчание.Павел Иванович опять заговорИл: Я прошу раз в жизни: уйдИ!МИтя не уходИл.Послушай, МИтя. Прошу тебЯ в последний раз. ПокажИ, что тыумный, гуманный и образованный человек!МИтя тИхо ответил: я сказал не Выду, значит не вЫйду.в Это время у входа в беседку онИ увИдели женское лицо. УвИдевИХ, оно исчезло. Подождав немного, Павел Иванович встал и сказалМИте: Между нами всё кончено.Очень рад, сказал МИтя, тоже вставая. То, что Вы сейчассделали, я Вам ДО самой смерти не прощу.За ужином онИ молча смотрели в своИ тарелки. ОнИ ненавИделидруг друга. Жена Павла Ивановича улыбалась. Какое письмо ты получИл сегодня утром? спросИла она. Никакого, ответил Павел Иванович. Я знаю, что получИл. Это письмо я тебе написала. Честноеслово, нам нужно было пол ВыМЫТЬ, но как заставить вас уйтИ издома? Только такИм способом можно. Чтобы тебе не скучно быо, я иМИте такое письмо послала. МИтя, ты был в беседке?МИтя улыбнулся и перестал смотреть с ненавистью на своего соперника."
3,"золотой ЦВЕТОК.Это было время, когда всё, о чём мечтали лЮди раныле, осуществИлосьв жизни: были созданы удивИтельные ракеты, на полюсах и вСахаре быи собраны богатые урожаи, человек уже был на Луне иДругИх планетах, не было больше войн, все лЮди жИли дружно. Носамым удивИтельным быо то, что больше не болели и не умиралидети. ПоЭтому когда в ПарИже тяжело заболел мальчик Леопольд, сообщениео его болезни быо передано по радио и телевИдению всехстран мИра. Все лЮди внимательно читали в газетах сообщения о егоболезни.в газетах писалось, что у мальчика очень высокая температура,что он мало ест. НесмотрЯ на то, что быи использованы все средства,болезнь продолжала развиваться. Тогда к больному ЛеопольдувЫехали врачИ из разных стран мИра. Они осмотрели его, но определИтьболезнь не смоглИ.было решено узнать, как жил мальчик до болезни.Леопольд рос в обЫчной рабочей семье: отец, мать, старший брат все бЫли здоровы. Леопольд учИлся в пЯтом классе, занимался спортом,любИл играть с товарищами, часто ходИл в бассейн. УчителЯ школы, где он учился, сказали, что на занятиях мальчик всегда хорошо отвечал, всегда был спокоен. Но потом одИн учИтель вспомнил,что на последнем уроке географии, когда ученикИ смотрели фильм,мальчик очень волновался. в фИльме рассказывалось, как одИн археологнашёл в пустЫне красИвый цветок. Он назвал его золотЫмцветком. УчИтель вспомнил, что Леопольд спрашивал о золотомцветке: «Есть ли другИе экземплЯры Этого цветка? Имеется ли он вБотанИческом саду в ПарИже Или где-нибудь в другом месте?»Врачи предположИли, что желание во что бы то ни стало увИдетьЭтот цветок было причИной болезни мальчика. и тогда лЮди изразных стран отправились искать золотой цветок. Но никто не знал,где он растёт. Там, где он был найден, уже были построены дома.Дома быЛИ окружены садами, НО ЗОЛОТОГО цветка там не было.Шло время. мальчику становИлось всё хуже и хуже, хотЯ матьрассказывала ему, как лЮди Ищут цветок: они ездят по всей земле,летают в космос, спускаются в глубИны моря.Однажды открылась дверь, и в комнату вошёл человек с цветамив руке. Это бЫли золотЫе цветЫ, о которых мечтал мальчик. мальчикоткрыл глаза, взял цветок и улыбнулся. Через несколько дней он поправился.Вас, наверное, интересует, кто и где нашёл Этот цветок. Но Это неважно.Его мог найтИ космонавт на другой планете, его мог создатьучёный в лаборатории, его моглИ найтИ археологи в древних слоЯх землИ.важно не Это, а совсем другое. Что же, повашему, важно в Этомрассказе?"
3,"ГОЛОС И ГЛАЗ.(по одноимённому рассказу А . Грина)Слепой лежал тИхо, сложИв на грудИ руки и улыбаясь. Он улыбалсябессознательно. Ему нельзЯ было шевелИться, и он мог делатьдвижения только в случае крайней необходИмости. Он лежал ужетретий день с повЯзкой на глазах. в его душе бор6лись страх и надежда.Время от времени ему вдруг Ясно представлЯлось, что он вновь видит, и это так волновало его, что он вздрагивал, как во сне.Операция удалась. РабИд (так звали больного) должен был видеть.Всё же существовала какмто ничтожная возможность неудачи.ПоЭтому профессор говорИл РабИду: Будьте спокойны. Я для вас сделаю всё возможное.СредИ мучИтельного ожидания едИнственной радостью РабИдабыл голос ДЭзи Гран. Это была девушка, служИвшая в больнИце сестрой. Часто в тяжёлые минУты РабИд просИл её положИть руку ему налоб. и сейчас он ждал, что Эта маленькая рука слегка дотронется ДОего отяжелевшей головЫ. Так и случИлось.Когда она отняла руку, он вдруг понял, что больше всего боИтсяникогда не увИдеть ДЭзи. Слушая звук её голоса, он представлЯл еёсебе нежной и стройной. Это был тёплый, весёлый и блИзкий душезвук молодой жизни, богатый оттенками, Ясными, как тёплое утро.РабИд знал, что полюбИл ДЭзи с первых дней, теперь он хотелвыздороветь ради неё.Слепой считал себЯ не вправе говорить ей о любвИ и откладывалЭтот разговор ДО того времени, когда оба онИ взглЯнут друг другу вглаза. и он совершенно не знал, что Эта девушка, голос которой делалего счастливым, думала о его выздоровлении со страхом и грустью,так как была некрасИва.До операции онИ много разговаривали. РабИд рассказал ей освоИх путешествиях, она обо всём, что теперь делается в мИре. и ТО,о чём она говорила, быо полно той же очаровательной мЯгкости, чтои её голос. Расставаясь, онИ говорИли друг другу «до свидания!».Он был упрЯм, МОЛОД, смел, шутлИв, высок и черноволос. у негоДОЛЖНы были быть (если будут) чёрные глаза СО ВЗГЛЯДОМ В упор.ПредставлЯя Этот взгляд, ДЭзи отход?ша от зеркала с испугом в гла??зах. Её неправильное лицо покрывалось нежным румЯнцем. Что будет? говорила она. Пусть кончится Этот хорошиймесяц. Но откройте его тюрьму, профессор, прошу Вас!"
3,"НаступИл час испытания. Профессор пришёл, чтобы снять повязку. ДЭзи! позвал РабИд, надеясь, что она здесь. Первой он хотелувИдеть её. Но её здесь не было. ПовЯзку снЯли. Откройте глаза, сказал профессор.РабИд открыл глаза и увИдел перед собОй окнО, закрЫтое занавеской. УберИте занавеску, сказал он и понял, что он вИдит. Он зарыдал,не замечая своих слёз.Теперь он нетерпелИво ждал, когда все уйдут, чтобы позватьдЭзи и сказать ей о своей любвИ.Узпав, что операция прошла удачно, дЭзи со слезами на глазахмужественно приготовилась к последней встрече. Она оделась в хорошенькоелетнее платье, просто уложИла своИ густЫе волосы. Онашла к РабИду с улЫбкой на лице и болью в сердце. Коснувшисьдвери, она помедлила и открЫла её, почтИ желая, чтобы всё осталосьпо-старому. Она вошла и остановИлась. Кто Вы? вопросИтельно улыбаясь, спросИл РабИд. Я теперь новое существо для Вас, правда? сказала она, мгновенно возвращая звуками голоса всё их прекрасное прошлое.В его чёрных глазах она увИдела радость. Ей стало легко. Боль веё сердце прошла, и она тоже улыбнулась ему счастлИвой улЫбкой.Она была всё той же ДЭзи, девушкой с некрасИвым лицом, но вся еёлюбовь, весь её страх, все её волнение отразИлись в Этой улЫбке, котораясделала её прекрасной. Только теперь я понял, сказал РабИд, почему у вас такойголос. Я его любИл слушать д3же во сне. Я буду любИть вас всегда ..."
3,"Большой зал был полон народа. Все пришли посмотреть, как работает гипнотизёр.Он делал настоящие чудеса. Он заставлял людей спать, ходить и говорить во сне.Вдруг гипнотизёр подошёл ко мне.— Мне кажется, — сказал он, — что у вас очень податливая натура. Не хотите ли уснуть? Ну, почему не уснуть? Пожалуйста, милый, попробуй. Я сел на стул посредине зала. Гипнотизёр сел на стул напротив, взял меня за руку и начал внимательно смотреть мне в глаза.Стало тихо. Мы сидим и смотрим в глаза друг друга. Минута, две... Спать почему-то не хочется. Ещё 5 минут, 7 минут...— Он не засыпает! — сказал кто-то. — Браво! Молодец!Сидим, смотрим. Спать совсем не хочется. На собрании мне всегда хочется спать, а здесь нет. Публика начинает тихо смеяться. Гипнотизёр не знает, что делать, ему стыдно, что он ничего не может сделать со мной. He засыпает! — говорит тот же голос. — Хватит, не надо!И вдруг в этот момент я почувствовал, что кто-то вложил мне в руку бумажку. Мой отец был доктором, а доктора на ошупь могут узнать деньги.По теории Дарвина я получил от отца эту способность и узнал в бумажке десять рублей. Конечно, я сразу заснул.— Браво, гипнотизёр! — закричали в публике.В зале был доктор. Он подошёл ко мне, посмотрел и сказал:— Н-да... Заснул.— Чем это объяснить? — спросила какая-то дама.Доктор ответил:— К сожалению, у нас есть только факты, объяснения нет.У вас есть факты, а у меня — 10 рублей! Мне лучше. Спасибо гипнотизёру за эти деньги, а объяснения мне не нужны.P.S. Ну не свинство?!Только что узнал, что деньги вложил в мою руку не гипнотизёр, а Пётр Фёдорович, мой начальник.— Это, — говорит, — я сделал, чтобы проверить твою честность... Стыдно! Нехорошо, некрасиво.— Но у меня дети, семья, — хотел объяснить я. — Мать старая, жена... Сейчас всё так дорого...— Нехорошо, стыдно, — продолжал начальник. — Я думал, что ты честный человек, а ты...Пришлось вернуть ему деньги. Что делать?— Я на тебя не сержусь! — сказал начальник. — Но ОНА! Она тоже денег захотела. Тоже заснула!Под словом ОНА мой начальник имеет в виду свою жену Марию Никитичну."
3,"было 11 часов ночи. Возбужденный Митя Иванов влетел р квартиру родителей и быстро начал бегать по комнате. Родители собирались ложиться спать. Сестра лежала в кровати и читала книгу. Младшие братья уже спали.— Откуда ты? — удивились родители. — Что с тобой?— Ох, не спрашивайте! Я и представить себе не мог, что так будет! Это фантастика!Митя засмеялся и сел в кресло, потому что вдруг обнаружил, что от радости не может стоять.— Что ты имеешь в виду? Что случилось? — еще раз спросила мать.—- Это фантастика! — повторил Митя. — Вы не можете себе представить!— Вот, смотрите! — И Митя положил на стол газету.Сестра встала и подошла к брату. Младшие братья тоже проснулись.— Но что случилось? Почему ты нервничаешь? — спросил отец.— Я не нервничаю, это я от радости. — сказал Митя. — Раньше только вы знали, что живет в Москве Дмитрий Иванов, а сейчас вся Россия узнает! Обо мне сообщили в газете!— Что? Где?— Вот, в газете! Читайте!Отец Мити взял очки и начал читать: «29 декабря в 11 часов вечера Дмитрий Иванов...»— Видите, видите? Дальше!«Дмитрий Иванов выходил из ресторана, пьяный...» Все точно! — сказал Митя, — это я ходил в ресторан с Петром Ивановичем.«...выходил из ресторана пьяный, упал и попал под лошадь. О том, что случилось, оформили протокол. В полиции Дмитрий Иванов получил медицинскую помощь».— Ну, прочитали? Вся Россия обо мне знает! Дайте мне газету!Митя взял газету и положил ее в карман:— Пойду к Петровым, потом к Наталье Ивановне, Александру Васильевичу! Извините, спешу!И радостный Митя быстро ушел."
3,"По дачной платформе гуляла молодая пара. Они очень любили друг друга и были счастливы. Погода была прекрасная, на небе висела большая желтая луна. Она смотрела на пару, и ей, казалось, было завидно, что она одна на небе.— Как хорошо, Саша, как хорошо! — говорила жена. — Мне кажется, что мы видим все это во сне. Посмотри, какой красивый лес! А там, далеко, слышишь, идет поезд!— Да, слышу, — сказал Саша и с любовью посмотрел на жену. — Правда, очень хорошо, Варя! А что у нас сегодня на ужин?— Салат и курица. Курица маленькая, но нам достаточно. Смотри, поезд уже близко... Как хорошо! — Посмотрим на поезд и пойдем домой, — сказал Саша, — Хорошо мы с тобой живем, Варя! Фантастически хорошо!Поезд остановился около станции.— Ах! Ах! — услышали вдруг Варя и Саша. — Смотрите, это Варя! И Саша! Вот они! Варя! Саша! Ах!Из поезда вышли две девочки, за. ними толстая немолодая женщина, за ней тощий немолодой мужчина, потом два мальчика с багажом, за ними гувернантка, за гувернанткой бабушка.— А вот и мы! Вот и мы! — сказал тощий мужчина Саше. —- Ты уже, конечно, думаешь: почему дядя не едет в гости? Коля, Костя, Нина, Ира, дети... Целуйте кузена Сашу! Мы приехали на 4—5 дней. Ты, надеюсь, рад?Когда муж и жена увидели дядю с семьей, они пришли в ужас. Саша смотрел на дядю и с ужасом думал, что будет: он и жена отдадут гостям свои комнаты, подушки и одеяла; гости за пять минут съедят салат и курицу, кузены будут громко кричать в комнате, тетя будет с утра до вечера говорить, как она больна и какие плохие сейчас врачи...И сейчас Саша уже с ненавистью посмотрел на жену и тихо сказал:— Это они к тебе приехали! Чёрт их возьми!— Нет, к тебе! Это не мой, а твой дядя! — тоже с ненавистью ответила жена.И она с улыбкой сказала гостям:— Милости просим!Из-за облака вышла луна. Она смотрела на Сашу и Варю и, казалось, ей было приятно, что она одна, что у нее нет дяди.Саша с трудом сделал приятное лицо и сказал:— Добро пожаловать, дорогие гости!"
3,"Зимний день... Сильный мороз. Наденька и я стоим на высокой горе. Около нас стоят санки.— Поехали вниз, Надежда Петровна! Только один раз! С нами ничего не случится.Но Наденька боится. Она с ужасом смотрит вниз, и ей кажется, что она умрёт, если съедет с горы.— Я прошу вас! Не бойтесь!Наконец Наденька согласилась, и мы быстро летим вниз. Ветер шумит так сильно, что мы почти ничего не слышим.— Я вас люблю, Наденька, — тихо говорю я.Санки бегут медленнее, и мы, наконец, внизу.— Я никогда больше не поеду, — говорит с ужасом Наденька.Через некоторое время она внимательно смотрит на меня и хочет понять: сказал ли я четыре слова или ей показалось из-за ветра. А я стою около неё, курю и внимательно смотрю на свои перчатки.Потом мы долго гуляем около горы. Наденька грустно смотрит на меня. «Да или нет»? — этот вопрос очень волнует её. Она ждёт, когда я начну говорить первый. Она хочет что-то сказать, что-то спросить, но не знает как.— А давайте ещё раз съедем с горы! — говорит она.И мы ещё раз пошли наверх, сели на санки и полетели. И опять, когда ветер начал сильно шуметь, я тихо сказал:— Я люблю вас, Наденька.Мы внизу. Наденька смотрит на гору, потом на меня и внимательно слушает мой равнодушный голос. На её лице можно прочитать:— В чём дело? Кто сказал эти слова? Он, или мне показалось?Бедная девочка сердится и готова заплакать.— Может быть, мы пойдём домой? — говорю я.— Нет, мне нравится здесь. Поехали ещёраз!Мы летим с горы третий раз, и я вижу, что она смотрит на меня. Но я закрыл рот платком, начал кашлять, и когда подъехали к середине горы, быстро сказал:— Я люблю вас, Наденька.Наденька молчит и о чём-то думает. Я провожаю её домой. Она идёт очень медленно, и ждёт, когда я повторю эти четыре слова. Кажется, она думает:— Это не может бьггь ветер. Я не хочу, чтобы это был ветер!На другой день я получил письмо: «Если вы пойдёте гулять, заходите за мной! Н.»И мы начали гулять каждый день вместе. И каждый раз, когда мы летим с горы, я говорю; «Я люблю вас, Наденька».Скоро Наденька привыкла слушать эти слова. Она привыкла к ним, как к морфию. Она до сих пор не знает, чьи это слова, но она не может жить без них.Однажды я увидел, что Наденька сама решила съехать с горы. Она очень боится, но она должна узнать: услышит она сладкие слова без меня или нет. Наденька села на санки и полетела вниз. Я не знаю: слышит ли она что-нибудь.Наденька уже внизу. По-моему, она сама Не знает, что она слышала. Она так бояласьтам, одна, на горе, что не могла ничего слышать.Наступила весна, март. Гора стоит без снега. Мы не гуляем в парке, и Наденька уже не может услышать слова любви. Завтра я уеду в Петербург, может быть, навсегда.Как это было давно! Сейчас Наденька уже замужем, и у неё дети. Но я уверен, что время, когда мы гуляли вместе, и слова «я вас люблю» Наденька никогда не забудет.И я сейчас не понимаю, почему я говорил эти слова, зачем шутил..."
3,"Был чудесный вечер. Я оделся и поехал к ней. Она молодая, красивая девушка с приданым тридцать тысяч. Она немного образованна и любит меня, автора, как кошка.Я нашёл её на нашей любимой скамейке.— Разве можно так опаздывать? Ведь вы знаете, как я скучаю!Я очень волновался, потому что в этот день я приехал, чтобы решить свою судьбу. Всё зависело от этого вечера.— Почему вы молчите? — спросила она.— Гм... Я, Варвара Петровна, хочу поговорить с вами. Я не могу больше молчать.Варя тоже начала волноваться. Она знала, о чём я хотел говорить.— Зачем молчать? Рано или поздно надо открыть свои чувства. Вы, конечно, уже поняли, зачем я хожу сюда каждый день, Варвара Петровна.- Ну?— Что говорить? Люблю, и всё. Ужасно люблю! Варвара Петровна, почему вы молчите?— Что вам?- Нет?Варя улыбнулась и тихо ответила:— Почему нет?Я схватил её руку, поцеловал. В моей груди стало так тепло, как будто поставили самовар. Я понял, что Варя любит меня. И вот, когда я понял, что у меня будет хорошенькая жена, хорошие деньги и хорошая карьера, что-то случилось со мной. Я захотел показать, что у меня есть принципы.— Варвара Петровна! — начал я. — Я должен сказать вам, кто я и что я. Да, я честный человек и много работаю. У меня есть будущее... Но я беден... У меня ничего нет.— Я знаю, — сказала она.— Я получаю копейки за свои литературные работы. Я привык жить бедно. Я могу неделю не обедать... Но вы! Вы, для которой немодный цветок уже большое несчастье, неужели вы согласитесь оставить всё ради меня?— У меня есть деньги! У меня приданое!— Ерунда! Что мы будем делать, когда закончатся ваши деньги? Поверьте, дорогая, я знаю, что говорю! Подумайте, пока не поздно!— У меня есть приданое!— Сколько? Двадцать, тридцать тысяч! Ха-ха! Миллион? И потом я не могу взять ваши деньги... Нет! Никогда! Я слишком горд!Варя задумалась. Я был рад. «Если задумалась, значит, уважает меня», — думал я.Варя слушала, слушала... Наконец она встала и сказала:— Спасибо вам. Вы хорошо сделали, что сказали мне правду. Я не могу... Я не пара вам... Если я пойду за вас, я обману вас. Я не могу стать вашей женой. Я не привыкла ходить пешком, люблю дорогие пирожные и потом платья... Нет! Прощайте!И она ушла. А я? Я стоял, как дурак. Когда я пришёл в себя, я понял, что я сделал, но было уже поздно. Я вернулся домой ни счем.Через три дня я опять поехал к Варе. Мне сказали, что она больна и скоро уедет с отцом в Петербург, к бабушке.Сейчас я лежу на кровати и бью себя по голове. Читатель, как всё исправить? Как вернуть свои слова обратно? Что сказать ей и написать? Посоветуйте!"
3,"— Как спать хочется! — думал я. — Приду с работы домой и лягу спать. Дома я быстро пообедал и через десять минут уже лежал в постели. Хорошо жить на свете!Я уже почти заснул, как вдруг кто-то громко закричал за стеной:— Иван Осипович, сюда!Я открыл глаза. В соседнем номере открыли бутылку. Я повернулся на другой бок и закрыл голову одеялом.— «Я вас любил, любовь ещё, быть может...» — запел баритон в соседнем номере.— Почему у вас нет пианино? — спросил другой голос.— Чёрт, — сказал я. — Не дадут заснуть.Открыли другую бутылку. Кто-то ходил по комнате. Кто-то закрывал и открывал дверь.Я положил на голову подушку.— Тимофей, принеси самовар! Если придёт блондин в шубе, скажи ему, что мы здесь...Я встал и постучал в стену. В соседнем номере стало тихо. Я опять закрыл глаза. Но через минуту опять начали шуметь.— Господа! — крикнул я. — Когда, наконец, это закончится? Я болен и спать хочу.— Спите, вам никто не мешает; а если вы больны, идите к доктору! «Любовь, любовь...» — баритон опять запел.— Это непорядочно, — сказал я.— Молчать! — сказал за стеной старческий голос.— А вы кто такой?— Молчать!!!— Пьяный мужик!— Молчать!!! — десять раз повторил старческий голос.Я страшно рассердился.— Если вы не замолчите, — крикнул я, — я пошлю за полицией! Тимофей!— Молчать!!! — ещё раз крикнул старческий голос.Я встал и побежал в соседний номер.Там пили. На столе стояли бутылки. На диване лежал лысый старик, а около него известная в городе кокотка-блондинка. Он лежал, смотрел на мою стену и кричал:— Молчать!!!Я открыл рот, чтобы начать скандал, и... о ужас!!! Я узнал директора банка, где я работаю. Сон и злость немедленно слетели с Меня. Я выбежал из номера. Целый месяц директор не смотрел на меня и ничего не говорил. Наконец, он сказал мне:— Я думал, что вы сами догадаетесь... Но я вижу, что вы не понимаете... Мы не можем работать вместе... Вы так испугали мою племянницу в гостинице... Вы понимаете? Я понял, что для меня это конец."
3,"Максим Кузьмич Салютов был высокий широкоплечий атлет. Он был необыкновенно силён, храбр, смел и никогда ничего не боялся.Но что случилось сним, когда он заговорил о своей любви Елене Гавриловне! Он бледнел, краснел, дрожал. Вы думаете, он боялся, что она откажет? Нет. Елена Гавриловна давно любила его и ждала предложения руки и сердца. Она, маленькая, хорошенькая брюнетка, страстно любила его и готова была каждую минуту умереть от нетерпения. Ему уже тридцать, у него не много денег, но как он красив, умён, как он танцует и ездит на лошади!Он и сам знал, что она любит его. Он был уверен в этом, но одна мысль не давала ему жить.— Будьте моей женой! — говорил он Елене Гавриловне. — Я вас люблю!И сам думал:«Могу ли я быть её мужем? Нет! Если бы она знала моё прошлое!»Но когда Елена Гавриловна тоже сказала ему, что она любит его, он почувствовал себя счастливым.Дома он думал:«Подлец я! Бесчестный человек. Я должен рассказать ей всё. Но я не сделал, и я, значит, подлец! Я расскажу ей всё до свадьбы».Но он не сделал этого. Молодые поженились. Бедный Максим Кузьмич был страшно несчастлив. «Расскажу ей всё сейчас, прямо в спальне», — решил он.Он взял её за руку и сказал:— Я должен объясниться...— Что с тобой, Макс? Ты болен?— Я должен рассказать тебе всё, Лёля... Садись... Ты должна знать всё о моём прошлом.Лёля сделала большие глаза и улыбнулась.— Ну, я слушаю, — сказала она.— Я родился в бедной семье. Ты ужаснёшься, когда всё узнаешь... Когда я был мальчиком, я продавал яблоки... груши...- Ты?!— Милая, это ещё не так ужасно. О, я несчастный! Ты разлюбишь меня, когда узнаешь!— Но что?— Когда мне было двадцать лет... я был... прости меня! Только не уходи от меня! Я был клоуном в цирке!— Ты?! Клоуном?И Лёля весело засмеялась.— Ха-ха-ха... Ты был клоуном? Ты? Максимка, милый, покажи что-нибудь!Она подбежала к Салютову и обняла его...— Покажи что-нибудь, милый!— Ты смеёшься надо мной?— Ну, сделай что-нибудь! А на канате ты Умеешь ходить?Он долго стоял и ничего не понимал, почему она просит его показать что-нибудь. Но он был счастлив, что она не сердится. И Максим Кузьмич подошёл к кровати и стал на голову.— Браво, Макс! Ха-ха! Ещё!Макс сделал salto mortale...Утром родители Лёли страшно удивились, когда услышали шум наверху.— Кто там стучит? — спрашивали они друг друга.Папаша пошёл наверх. Он подошёл к двери, за которой спали молодые. Шум шёл оттуда. Папаша постоял немного, потом он осторожно открыл дверь и чуть не умер от удивления: посреди спальни Максим Кузьмич делал salto mortale, около него стояла Лёля и аплодировала. Они были счастливы."
3,"На сцене театра шёл спектакль. Клавдия Матвеевна Дольская-Каучукова, молодая симпатичная артистка, вбежала в свою комнату и начала быстро переодеваться. И вот, когда она осталась в костюме Евы, и взяла другое платье, она вдруг услышала чей-то вздох. Звук шёл из-под дивана.— Кто здесь?! — вскрикнула она и закрылась платьем.— Это я... я... — тихо сказал кто-то из- под дивана. — Не бойтесь, это я...Артистка узнала голос антрепренёра Ин- дюкова.— Вы?! — рассердилась она и покраснела, как пион. — Это значит, вы всё время лежали здесь?— Душенька моя! — зашептал Индюков, — не сердитесь! Убейте, но не шумите! Ничего я не видел, не вижу и видеть не хочу! Послушайте меня, старика. Из Москвы приехал муж моей Глашеньки, Прындин. Сейчас он в театре и ищет меня. Ужасно! Кроме Глашеньки, я ему должен ещё пять тысяч!— А мне какое дело? Убирайтесь отсюда сейчас же!— Душенька, я вас очень прошу, помогите! Где я ещё могу спрятаться, если не здесь, в вашей комнате. Он везде меня найдёт, а сюда не догадается зайти. Умоляю!— Уходите, мне пора уже одеваться. Убирайтесь, или я закричу.— Тише!.. Надежда вы моя! Я буду давать вам пятьдесят рублей к зарплате, только разрешите остаться здесь!Но артистка не захотела слушать. Она подбежала к двери, чтобы крикнуть.Индюков схватил её за ногу.— Семьдесят пять рублей!— Врёте!— Обещаю!Актриса немного подумала и сказала:— Ну, ладно, только потом не забудьте, что вы обещали. Можете сидеть здесь, — согласилась Дольская-Каучукова.Спектакль закончился. Артистке подарили большой букет цветов. Когда она шла к себе, за сценой она встретила Индюкова.— Вы представляете, душенька, я ошибся. Это был не Прындин.— Но вы помните, что мне обещали? — спросила артистка.— Помню, дорогая моя, но это не Прындин был, а какой-то другой человек. Почему я должен платить за него? Я честный человек, душенька. Если бы это Прындин был, то, конечно, я бы сделал, что обещал, а это кто-то неизвестный. За что же платить?"
